fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2019-01-17,24,0.30,8,29,0.73,16,39,0.27,9,36
2019-01-18,1,0.29,8,27,0.73,16,39,0.26,6,35
2019-01-18,2,0.28,7,27,0.71,16,40,0.25,7,35
2019-01-18,3,0.26,8,26,0.69,12,39,0.25,7,33
2019-01-18,4,0.25,9,24,0.67,12,36,0.26,4,31
2019-01-18,5,0.24,9,23,0.65,14,36,0.27,9,31
2019-01-18,6,0.24,11,23,0.64,17,37,0.28,17,31
2019-01-18,7,0.25,14,23,0.66,20,36,0.30,22,31
2019-01-18,8,0.26,12,23,0.71,20,36,0.33,20,31
2019-01-18,9,0.30,14,23,0.76,23,36,0.35,16,31
2019-01-18,10,0.34,14,23,0.82,23,36,0.37,14,30
2019-01-18,11,0.37,13,22,0.89,23,35,0.38,15,29
2019-01-18,12,0.40,12,22,0.95,23,34,0.40,17,28
2019-01-18,13,0.43,14,22,0.99,21,32,0.41,17,28
2019-01-18,14,0.46,12,23,1.02,23,32,0.42,21,27
2019-01-18,15,0.47,13,22,1.06,26,32,0.42,17,25
2019-01-18,16,0.48,13,22,1.06,23,32,0.44,19,25
2019-01-18,17,0.46,11,22,1.03,19,31,0.45,16,23
2019-01-18,18,0.44,11,20,0.98,17,30,0.48,21,23
2019-01-18,19,0.44,12,20,0.93,17,29,0.49,21,23
2019-01-18,20,0.43,13,19,0.89,17,28,0.50,23,22
2019-01-18,21,0.42,15,19,0.88,19,28,0.52,20,22
2019-01-18,22,0.42,17,19,0.88,19,27,0.51,22,22
2019-01-18,23,0.42,16,19,0.82,19,27,0.50,26,22
2019-01-18,24,0.41,17,19,0.78,20,26,0.49,27,22
2019-01-19,1,0.42,18,18,0.79,23,26,0.47,29,22
2019-01-19,2,0.43,18,18,0.80,23,26,0.44,30,22
2019-01-19,3,0.45,17,19,0.80,22,26,0.42,29,22
2019-01-19,4,0.45,16,20,0.81,22,27,0.41,24,23
2019-01-19,5,0.46,15,20,0.82,21,27,0.40,26,23
2019-01-19,6,0.46,16,21,0.82,22,27,0.41,27,24
2019-01-19,7,0.47,17,21,0.85,23,28,0.42,21,24
2019-01-19,8,0.48,17,21,0.90,33,28,0.44,19,24
2019-01-19,9,0.49,19,21,0.90,27,28,0.44,25,24
2019-01-19,10,0.48,17,21,0.88,17,27,0.43,15,25
2019-01-19,11,0.47,12,21,0.88,16,27,0.42,20,25
2019-01-19,12,0.47,12,21,0.87,15,26,0.41,14,24
2019-01-19,13,0.46,12,20,0.87,13,27,0.40,18,24
2019-01-19,14,0.46,9,20,0.85,10,26,0.38,15,24
2019-01-19,15,0.44,7,19,0.81,10,25,0.35,13,23
2019-01-19,16,0.42,6,19,0.77,10,23,0.32,11,23
2019-01-19,17,0.41,7,19,0.75,12,23,0.30,11,23
2019-01-19,18,0.40,7,19,0.74,10,23,0.29,15,23
2019-01-19,19,0.39,7,19,0.74,12,23,0.29,18,23
2019-01-19,20,0.39,9,19,0.75,15,23,0.29,21,23
2019-01-19,21,0.39,10,19,0.76,15,23,0.29,23,23
2019-01-19,22,0.39,13,19,0.77,15,23,0.30,22,22
2019-01-19,23,0.41,13,18,0.79,15,23,0.31,21,22
2019-01-19,24,0.42,10,18,0.80,15,22,0.33,19,21
2019-01-20,1,0.42,7,18,0.78,11,22,0.34,15,21
2019-01-20,2,0.43,6,18,0.77,7,22,0.34,11,21
2019-01-20,3,0.42,7,17,0.74,6,21,0.35,8,20
2019-01-20,4,0.41,5,16,0.70,8,21,0.35,5,20
2019-01-20,5,0.39,4,16,0.66,10,20,0.34,7,20
2019-01-20,6,0.38,5,15,0.62,8,19,0.33,8,19
2019-01-20,7,0.35,6,15,0.58,7,18,0.32,11,19
2019-01-20,8,0.34,6,14,0.53,5,17,0.31,8,19
2019-01-20,9,0.33,5,14,0.51,4,16,0.30,10,18
2019-01-20,10,0.32,4,13,0.50,5,16,0.29,7,18
2019-01-20,11,0.33,4,13,0.49,4,16,0.29,9,18
2019-01-20,12,0.33,4,12,0.48,4,15,0.29,9,18
2019-01-20,13,0.35,4,13,0.47,6,14,0.29,7,19
2019-01-20,14,0.36,5,12,0.47,7,14,0.29,10,19
2019-01-20,15,0.37,6,12,0.48,6,14,0.29,10,18
2019-01-20,16,0.37,5,12,0.49,8,14,0.30,12,18
2019-01-20,17,0.37,6,12,0.50,8,14,0.30,10,19
2019-01-20,18,0.38,6,12,0.51,8,14,0.30,12,19
2019-01-20,19,0.38,7,12,0.53,10,14,0.31,14,20
2019-01-20,20,0.39,9,12,0.56,15,15,0.31,18,20
2019-01-20,21,0.40,12,13,0.59,16,16,0.33,22,20
2019-01-20,22,0.41,13,13,0.62,18,17,0.35,24,21
2019-01-20,23,0.43,13,13,0.64,13,17,0.37,23,21
2019-01-20,24,0.45,15,13,0.65,14,16,0.39,22,21
2019-01-21,1,0.46,12,12,0.65,8,15,0.40,17,21
2019-01-21,2,0.46,8,12,0.64,7,15,0.40,15,21
2019-01-21,3,0.46,8,12,0.63,6,15,0.40,21,21
2019-01-21,4,0.46,9,12,0.61,8,15,0.40,15,21
2019-01-21,5,0.44,5,12,0.59,5,16,0.38,10,21
2019-01-21,6,0.42,6,12,0.57,7,16,0.37,16,21
2019-01-21,7,0.41,9,12,0.55,8,17,0.36,16,22
2019-01-21,8,0.41,11,12,0.55,8,17,0.37,13,22
2019-01-21,9,0.42,10,12,0.56,10,17,0.38,13,23
2019-01-21,10,0.43,10,12,0.57,9,17,0.40,14,24
2019-01-21,11,0.45,10,13,0.59,8,17,0.41,14,24
2019-01-21,12,0.47,11,13,0.60,9,17,0.42,19,24
2019-01-21,13,0.49,11,13,0.61,8,17,0.43,11,24
2019-01-21,14,0.52,13,13,0.61,8,18,0.44,10,24
2019-01-21,15,0.54,19,13,0.61,10,18,0.43,10,25
2019-01-21,16,0.55,15,14,0.61,11,19,0.43,11,25
2019-01-21,17,0.55,13,14,0.59,10,19,0.42,12,26
2019-01-21,18,0.55,12,14,0.58,11,20,0.43,14,26
2019-01-21,19,0.55,14,14,0.58,10,20,0.43,13,26
2019-01-21,20,0.56,16,14,0.57,11,20,0.43,15,25
2019-01-21,21,0.57,18,14,0.58,16,19,0.45,18,26
2019-01-21,22,0.58,18,14,0.59,16,18,0.46,21,26
2019-01-21,23,0.59,17,15,0.60,17,18,0.47,19,26
2019-01-21,24,0.60,19,15,0.62,18,19,0.47,21,26
2019-01-22,1,0.61,18,15,0.64,16,20,0.49,20,27
2019-01-22,2,0.62,15,16,0.66,15,20,0.48,19,27
2019-01-22,3,0.60,12,16,0.67,15,20,0.48,20,27
2019-01-22,4,0.58,12,16,0.68,13,20,0.47,24,28
2019-01-22,5,0.55,11,16,0.67,13,20,0.45,21,28
2019-01-22,6,0.52,13,16,0.68,13,20,0.45,19,28
2019-01-22,7,0.51,16,16,0.68,17,20,0.47,20,28
2019-01-22,8,0.50,17,16,0.68,16,20,0.49,19,29
2019-01-22,9,0.51,19,16,0.69,16,20,0.51,20,29
2019-01-22,10,0.53,21,16,0.70,17,20,0.54,26,30
2019-01-22,11,0.56,17,17,0.70,14,21,0.56,24,31
2019-01-22,12,0.59,19,17,0.69,11,21,0.57,20,32
2019-01-22,13,0.61,14,17,0.68,9,22,0.59,15,32
2019-01-22,14,0.63,14,17,0.67,13,23,0.59,13,37
2019-01-22,15,0.63,13,17,0.66,12,24,0.57,12,40
2019-01-22,16,0.63,16,17,0.65,11,24,0.55,12,40
2019-01-22,17,0.61,16,17,0.64,12,24,0.54,20,40
2019-01-22,18,0.59,18,17,0.62,15,26,0.52,21,40
2019-01-22,19,0.57,18,17,0.63,19,26,0.54,24,41
2019-01-22,20,0.56,s/d,17,0.65,21,26,0.57,24,42
2019-01-22,21,0.56,s/d,18,0.67,20,31,0.60,25,43
2019-01-22,22,s/d,s/d,18,0.70,24,31,0.62,24,44
2019-01-22,23,s/d,s/d,18,0.71,21,31,0.65,25,45
2019-01-22,24,s/d,s/d,18,0.72,18,31,0.67,29,47
2019-01-23,1,s/d,s/d,18,0.73,13,32,0.67,26,49
2019-01-23,2,s/d,s/d,s/d,0.74,12,34,0.66,20,50
2019-01-23,3,s/d,s/d,s/d,0.74,10,34,0.63,17,51
2019-01-23,4,s/d,s/d,s/d,0.75,11,34,0.60,17,51
2019-01-23,5,s/d,s/d,s/d,0.74,8,34,0.58,25,51
2019-01-23,6,s/d,s/d,s/d,0.74,13,34,0.56,22,50
2019-01-23,7,s/d,s/d,s/d,0.75,20,33,0.53,27,49
2019-01-23,8,s/d,22,s/d,0.77,20,34,0.51,22,48
2019-01-23,9,s/d,20,s/d,0.79,23,35,0.50,23,48
2019-01-23,10,s/d,15,s/d,0.81,20,38,0.49,20,47
2019-01-23,11,s/d,14,s/d,0.83,20,37,0.49,19,46
2019-01-23,12,s/d,s/d,s/d,0.85,14,37,0.48,17,46
2019-01-23,13,s/d,s/d,s/d,0.87,14,38,0.45,13,47
2019-01-23,14,s/d,s/d,s/d,0.87,13,37,0.44,13,42
2019-01-23,15,s/d,10,s/d,0.89,17,35,0.44,13,39
2019-01-23,16,s/d,13,s/d,0.90,13,35,0.44,14,39
2019-01-23,17,s/d,15,s/d,0.89,15,35,0.45,14,40
2019-01-23,18,0.21,16,s/d,0.88,15,32,0.45,15,40
2019-01-23,19,0.21,13,s/d,0.87,15,33,0.44,16,41
2019-01-23,20,0.20,12,s/d,0.86,13,34,0.43,19,39
2019-01-23,21,0.20,12,s/d,0.85,15,29,0.43,16,38
2019-01-23,22,0.18,11,s/d,0.84,12,29,0.43,15,37
2019-01-23,23,0.17,13,s/d,0.81,12,32,0.42,15,37
2019-01-23,24,0.15,8,s/d,0.80,11,32,0.41,13,36
2019-01-24,1,0.14,6,s/d,0.78,8,31,0.40,15,34
2019-01-24,2,0.12,5,s/d,0.77,9,31,0.39,14,33
2019-01-24,3,0.10,8,s/d,0.75,7,32,0.38,14,32
2019-01-24,4,0.09,9,s/d,0.74,10,33,0.38,9,32
2019-01-24,5,0.08,6,28,0.74,9,36,0.38,16,33
2019-01-24,6,0.07,7,28,0.74,10,39,0.38,18,34
2019-01-24,7,0.07,10,28,0.75,13,40,0.39,16,35
2019-01-24,8,0.08,12,27,0.76,12,38,0.41,18,34
2019-01-24,9,0.09,11,27,0.77,17,37,0.44,24,34
2019-01-24,10,0.10,11,27,0.81,15,34,0.46,22,34
2019-01-24,11,0.12,13,28,0.84,16,35,0.48,14,36
2019-01-24,12,0.15,13,27,0.86,12,34,0.49,13,35
2019-01-24,13,0.17,12,26,0.89,15,33,0.49,12,34
2019-01-24,14,0.20,11,26,0.93,16,34,0.50,13,35
2019-01-24,15,0.22,11,26,0.97,17,34,0.50,12,35
2019-01-24,16,0.23,13,26,0.99,14,35,0.49,11,35
2019-01-24,17,0.24,13,24,1.02,17,34,0.48,11,34
2019-01-24,18,0.26,16,24,1.01,14,36,0.46,14,34
2019-01-24,19,0.27,24,25,1.02,21,35,0.46,20,34
2019-01-24,20,0.29,25,25,1.03,26,34,0.47,24,35
2019-01-24,21,0.32,24,26,1.03,24,34,0.49,21,36
2019-01-24,22,0.32,16,26,1.00,14,34,0.50,16,35
2019-01-24,23,0.32,18,25,0.95,12,32,0.50,11,34
2019-01-24,24,0.32,18,26,0.92,14,32,0.49,10,34
2019-01-25,1,0.31,10,26,0.87,12,31,0.48,11,34
2019-01-25,2,0.28,6,25,0.83,5,29,0.46,11,34
2019-01-25,3,0.25,4,25,0.78,8,28,0.44,9,34
2019-01-25,4,0.20,3,25,0.74,6,27,0.43,14,34
2019-01-25,5,0.15,10,25,0.68,7,24,0.40,12,34
2019-01-25,6,0.12,13,25,0.66,7,21,0.38,14,34
2019-01-25,7,0.10,15,25,0.66,11,22,0.37,14,34
2019-01-25,8,0.10,17,24,0.66,16,24,0.38,15,34
2019-01-25,9,0.10,15,25,0.69,19,25,0.39,17,34
2019-01-25,10,0.13,16,24,0.76,29,32,0.42,19,34
2019-01-25,11,0.18,17,24,0.83,20,33,0.44,17,33
2019-01-25,12,0.22,15,24,0.91,22,36,0.47,17,34
2019-01-25,13,0.25,15,23,0.96,17,35,0.50,15,34
2019-01-25,14,0.28,13,23,0.99,15,35,0.52,14,33
2019-01-25,15,0.32,13,24,1.00,14,39,0.55,19,34
2019-01-25,16,0.35,13,23,1.01,14,39,0.58,18,33
2019-01-25,17,0.38,15,22,1.00,14,38,0.60,22,32
2019-01-25,18,0.39,15,21,0.95,15,37,0.62,20,31
2019-01-25,19,0.39,12,20,0.90,10,40,0.63,18,30
2019-01-25,20,0.41,17,20,0.88,19,38,0.63,22,29
2019-01-25,21,0.45,19,20,0.94,26,38,0.65,21,29
2019-01-25,22,0.51,21,21,1.02,27,38,0.68,21,29
2019-01-25,23,0.56,21,22,1.12,27,38,0.71,19,30
2019-01-25,24,0.63,21,22,1.22,26,39,0.75,19,30
2019-01-26,1,0.72,17,23,1.26,23,41,0.81,20,31
2019-01-26,2,0.78,16,23,1.29,21,43,0.82,15,32
2019-01-26,3,0.83,15,24,1.41,22,43,0.85,15,32
2019-01-26,4,0.87,13,24,1.49,23,44,0.90,19,33
2019-01-26,5,0.89,13,24,1.51,24,44,0.97,17,34
2019-01-26,6,0.90,13,24,1.52,23,44,1.01,16,34
2019-01-26,7,0.86,14,25,1.48,21,43,1.00,15,35
2019-01-26,8,0.80,15,25,1.41,23,44,0.94,15,35
2019-01-26,9,0.71,14,25,1.41,27,43,0.87,16,34
2019-01-26,10,0.64,15,25,1.41,32,37,0.82,16,33
2019-01-26,11,0.60,17,24,1.32,32,36,0.77,21,34
2019-01-26,12,0.54,18,24,1.20,30,34,0.69,22,33
2019-01-26,13,0.49,22,25,1.08,31,35,0.59,24,33
2019-01-26,14,0.44,27,25,0.98,27,36,0.51,28,34
2019-01-26,15,0.44,41,25,0.89,24,33,0.46,19,34
2019-01-26,16,0.43,21,27,0.83,16,35,0.43,11,35
2019-01-26,17,0.41,20,27,0.77,22,36,0.41,16,35
2019-01-26,18,0.40,19,28,0.72,19,37,0.40,16,36
2019-01-26,19,0.40,17,28,0.68,22,36,0.40,18,35
2019-01-26,20,0.39,16,28,0.66,25,39,0.39,14,35
2019-01-26,21,0.37,17,27,0.65,20,39,0.38,14,34
2019-01-26,22,0.36,17,26,0.65,16,37,0.38,16,33
2019-01-26,23,0.33,14,24,0.66,21,36,0.37,14,33
2019-01-26,24,0.32,11,24,0.67,16,39,0.37,17,33
2019-01-27,1,0.31,11,23,0.69,16,38,0.38,19,31
2019-01-27,2,0.30,11,22,0.72,17,37,0.40,23,30
2019-01-27,3,0.29,10,22,0.75,18,37,0.41,22,30
2019-01-27,4,0.27,10,22,0.78,15,38,0.43,22,29
2019-01-27,5,0.25,10,22,0.79,16,39,0.44,23,29
2019-01-27,6,0.24,11,22,0.82,16,41,0.44,22,30
2019-01-27,7,0.23,11,22,0.84,16,43,0.46,22,30
2019-01-27,8,0.22,9,22,0.86,13,44,0.49,18,29
2019-01-27,9,0.22,8,23,0.84,11,43,0.50,13,29
2019-01-27,10,0.22,9,21,0.82,8,43,0.50,15,28
2019-01-27,11,0.22,9,21,0.79,9,43,0.51,13,27
2019-01-27,12,0.23,11,21,0.77,8,42,0.51,12,26
2019-01-27,13,0.25,10,20,0.76,10,41,0.51,9,26
2019-01-27,14,0.26,12,19,0.74,11,40,0.51,13,24
2019-01-27,15,0.26,13,19,0.73,13,38,0.51,13,24
2019-01-27,16,0.28,16,18,0.73,11,37,0.50,7,23
2019-01-27,17,0.29,8,18,0.73,11,38,0.49,8,23
2019-01-27,18,0.30,9,18,0.74,11,37,0.50,11,23
2019-01-27,19,0.30,13,18,0.74,12,36,0.50,15,24
2019-01-27,20,0.31,12,18,0.77,22,38,0.51,18,25
2019-01-27,21,0.32,15,18,0.80,19,40,0.53,21,25
2019-01-27,22,0.33,14,19,0.82,18,43,0.55,19,27
2019-01-27,23,0.34,11,18,0.83,17,42,0.59,17,26
2019-01-27,24,0.35,10,18,0.83,18,38,0.62,21,25
2019-01-28,1,0.35,9,18,0.83,17,38,0.63,20,26
2019-01-28,2,0.35,8,18,0.83,12,38,0.63,18,25
2019-01-28,3,0.35,8,17,0.85,17,38,0.63,19,25
2019-01-28,4,0.33,6,17,0.82,9,38,0.62,15,25
2019-01-28,5,0.31,7,16,0.78,7,36,0.60,14,24
2019-01-28,6,0.30,10,15,0.77,11,32,0.59,18,22
2019-01-28,7,0.30,11,15,0.76,15,31,0.59,22,23
2019-01-28,8,0.32,11,15,0.76,13,31,0.59,20,23
2019-01-28,9,0.34,11,14,0.76,9,31,0.60,18,25
2019-01-28,10,0.35,7,14,0.76,11,32,0.61,19,26
2019-01-28,11,0.37,7,15,0.75,10,32,0.63,18,27
2019-01-28,12,0.41,11,15,0.76,10,32,0.65,20,28
2019-01-28,13,0.44,14,15,0.77,13,32,0.67,21,28
2019-01-28,14,0.46,13,15,0.77,s/d,32,0.68,23,29
2019-01-28,15,0.48,13,16,0.77,s/d,34,0.66,22,29
2019-01-28,16,0.49,13,16,s/d,s/d,34,0.66,22,30
2019-01-28,17,0.50,15,16,s/d,s/d,34,0.66,23,32
2019-01-28,18,0.52,18,17,s/d,s/d,34,0.68,25,34
2019-01-28,19,0.54,18,17,s/d,s/d,32,0.69,26,36
2019-01-28,20,0.55,16,17,s/d,s/d,s/d,0.71,22,36
2019-01-28,21,0.56,16,18,s/d,s/d,s/d,0.73,23,37
2019-01-28,22,0.56,13,18,s/d,s/d,s/d,0.74,22,37
2019-01-28,23,0.55,12,18,s/d,s/d,s/d,0.75,22,38
2019-01-28,24,0.53,9,19,s/d,s/d,s/d,0.77,23,39
2019-01-29,1,0.50,8,19,s/d,s/d,s/d,0.77,20,40
2019-01-29,2,0.46,7,19,s/d,s/d,s/d,0.73,17,40
2019-01-29,3,0.42,6,19,s/d,s/d,s/d,0.70,19,40
2019-01-29,4,0.38,6,19,s/d,s/d,s/d,0.67,17,40
2019-01-29,5,0.34,6,19,s/d,s/d,s/d,0.65,18,40
2019-01-29,6,0.31,8,19,s/d,s/d,s/d,0.62,16,41
2019-01-29,7,0.31,10,19,s/d,s/d,s/d,0.61,18,41
2019-01-29,8,0.32,12,19,s/d,s/d,s/d,0.61,19,40
2019-01-29,9,0.36,11,19,s/d,s/d,s/d,0.62,24,40
2019-01-29,10,0.39,10,20,s/d,s/d,s/d,0.64,23,40
2019-01-29,11,0.43,12,20,s/d,s/d,s/d,0.65,19,39
2019-01-29,12,0.47,15,21,s/d,s/d,s/d,0.66,19,39
2019-01-29,13,0.51,13,21,s/d,s/d,s/d,0.65,19,40
2019-01-29,14,0.54,14,21,s/d,s/d,s/d,0.66,19,40
2019-01-29,15,0.57,16,21,s/d,s/d,s/d,0.65,19,41
2019-01-29,16,0.57,15,22,s/d,s/d,s/d,0.64,19,s/d
2019-01-29,17,0.57,15,22,s/d,s/d,s/d,0.62,21,s/d
2019-01-29,18,0.58,18,22,s/d,s/d,s/d,0.61,20,s/d
2019-01-29,19,0.59,17,22,s/d,s/d,s/d,0.62,22,s/d
2019-01-29,20,0.57,20,23,s/d,s/d,s/d,0.61,21,s/d
2019-01-29,21,0.56,18,23,s/d,s/d,s/d,0.59,18,s/d
2019-01-29,22,0.54,16,23,s/d,s/d,s/d,0.59,20,s/d
2019-01-29,23,0.52,9,24,s/d,s/d,s/d,0.59,29,s/d
2019-01-29,24,0.50,10,23,s/d,s/d,s/d,0.58,25,s/d
2019-01-30,1,0.48,13,22,s/d,s/d,s/d,0.56,23,s/d
2019-01-30,2,0.43,6,22,s/d,s/d,s/d,0.53,23,s/d
2019-01-30,3,0.37,6,21,s/d,s/d,s/d,0.50,23,s/d
2019-01-30,4,0.34,6,21,s/d,s/d,s/d,0.49,22,s/d
2019-01-30,5,0.31,7,21,s/d,s/d,s/d,0.49,24,s/d
2019-01-30,6,0.30,10,21,s/d,s/d,s/d,0.48,23,s/d
2019-01-30,7,0.30,13,21,s/d,s/d,s/d,0.50,26,s/d
2019-01-30,8,0.32,15,22,s/d,s/d,s/d,0.54,31,s/d
2019-01-30,9,0.34,15,22,s/d,s/d,s/d,0.58,34,s/d
2019-01-30,10,0.37,14,22,s/d,s/d,s/d,0.59,33,s/d
2019-01-30,11,0.40,13,21,s/d,s/d,s/d,0.62,36,s/d
2019-01-30,12,0.44,16,20,s/d,s/d,s/d,s/d,39,s/d
2019-01-30,13,0.49,16,19,s/d,s/d,s/d,s/d,s/d,s/d
2019-01-30,14,0.51,14,19,s/d,s/d,s/d,s/d,s/d,s/d
2019-01-30,15,0.52,15,18,s/d,s/d,s/d,s/d,s/d,s/d
2019-01-30,16,0.51,14,18,s/d,s/d,s/d,s/d,47,s/d
2019-01-30,17,0.51,15,17,s/d,s/d,s/d,s/d,25,s/d
2019-01-30,18,0.51,14,17,s/d,s/d,s/d,0.64,21,s/d
2019-01-30,19,0.53,16,16,s/d,s/d,s/d,0.62,16,s/d
2019-01-30,20,0.53,16,15,s/d,s/d,s/d,0.61,23,s/d
2019-01-30,21,0.55,17,15,s/d,s/d,s/d,0.60,25,s/d
2019-01-30,22,0.57,17,16,s/d,s/d,s/d,0.60,27,s/d
2019-01-30,23,0.60,18,16,s/d,s/d,s/d,0.61,28,s/d
2019-01-30,24,0.64,17,17,s/d,s/d,s/d,0.64,27,s/d
2019-01-31,1,0.64,11,19,s/d,s/d,s/d,0.64,21,s/d
2019-01-31,2,0.60,7,20,s/d,s/d,s/d,0.61,15,s/d
2019-01-31,3,0.56,6,21,s/d,s/d,s/d,0.59,14,s/d
2019-01-31,4,0.50,8,22,s/d,s/d,s/d,0.56,12,s/d
2019-01-31,5,0.43,8,23,s/d,s/d,s/d,0.52,10,36
2019-01-31,6,0.35,43,23,s/d,s/d,s/d,0.46,14,36
2019-01-31,7,0.29,64,23,s/d,s/d,s/d,0.40,20,36
2019-01-31,8,0.24,26,23,s/d,s/d,s/d,0.36,15,36
2019-01-31,9,0.22,17,23,s/d,29,s/d,0.33,15,36
2019-01-31,10,0.24,21,24,s/d,20,s/d,0.35,15,36
2019-01-31,11,0.25,18,25,s/d,20,s/d,0.39,16,36
2019-01-31,12,0.27,13,26,s/d,s/d,s/d,0.44,12,35
2019-01-31,13,0.29,11,26,s/d,s/d,s/d,0.50,12,33
2019-01-31,14,0.29,11,26,s/d,s/d,s/d,0.55,14,32
2019-01-31,15,0.29,11,26,s/d,23,s/d,0.60,13,32
2019-01-31,16,0.27,14,27,s/d,23,s/d,0.65,14,31
2019-01-31,17,0.24,13,27,s/d,22,s/d,0.70,12,32
2019-01-31,18,0.23,16,28,0.47,26,s/d,0.75,14,32
2019-01-31,19,0.22,17,28,0.48,28,s/d,0.76,14,32
2019-01-31,20,0.22,19,28,0.48,31,s/d,0.77,18,33
2019-01-31,21,0.22,18,28,0.45,31,s/d,0.76,20,32
2019-01-31,22,0.23,18,28,0.44,30,s/d,0.77,20,32
2019-01-31,23,0.25,20,27,0.42,34,s/d,0.79,25,32
2019-01-31,24,0.28,16,27,0.39,33,s/d,0.79,21,33
2019-02-01,1,0.30,13,27,0.38,25,s/d,0.78,22,34
2019-02-01,2,0.31,10,26,0.38,16,52,0.75,21,35
2019-02-01,3,0.31,7,26,0.35,11,52,0.73,20,35
2019-02-01,4,0.32,7,25,0.34,9,50,0.70,21,35
2019-02-01,5,0.32,8,25,0.37,13,49,0.69,22,35
2019-02-01,6,0.33,9,25,0.37,17,47,0.66,25,34
2019-02-01,7,0.34,12,25,0.39,23,45,0.67,25,34
2019-02-01,8,0.37,13,25,0.44,30,44,0.69,26,34
2019-02-01,9,0.39,10,24,0.50,38,43,0.70,20,33
2019-02-01,10,0.41,11,24,0.55,40,42,0.71,21,33
2019-02-01,11,0.45,14,23,0.62,50,41,0.72,22,33
2019-02-01,12,0.48,18,24,0.70,56,42,0.75,28,33
2019-02-01,13,0.50,21,25,0.73,45,45,0.77,33,35
2019-02-01,14,0.52,17,25,0.72,20,46,0.78,34,37
2019-02-01,15,0.52,17,24,0.73,20,45,0.78,32,37
2019-02-01,16,0.50,15,24,0.70,24,46,0.74,22,37
2019-02-01,17,0.50,19,24,0.72,36,47,0.75,28,37
2019-02-01,18,0.51,24,24,0.68,33,46,0.77,37,37
2019-02-01,19,0.53,24,24,0.61,32,46,0.84,45,37
2019-02-01,20,0.56,27,24,0.55,27,45,0.90,44,36
2019-02-01,21,0.61,25,25,0.53,30,45,0.95,43,s/d
2019-02-01,22,0.65,23,25,0.54,24,44,0.98,37,s/d
2019-02-01,23,0.71,22,26,0.54,24,37,1.03,32,s/d
2019-02-01,24,0.75,18,26,0.59,30,37,1.07,29,s/d
2019-02-02,1,0.76,17,28,0.59,32,35,1.08,34,s/d
2019-02-02,2,0.73,13,30,0.63,36,40,1.04,27,s/d
2019-02-02,3,0.69,8,30,0.63,25,40,0.93,13,s/d
2019-02-02,4,0.61,7,30,0.62,21,39,0.82,7,s/d
2019-02-02,5,0.52,7,30,0.57,17,38,0.72,4,s/d
2019-02-02,6,0.44,9,31,0.56,17,38,0.64,9,s/d
2019-02-02,7,0.34,13,31,0.54,26,38,0.55,6,s/d
2019-02-02,8,0.26,65,37,0.48,34,37,0.47,7,s/d
2019-02-02,9,0.20,62,46,0.40,35,37,0.41,5,s/d
2019-02-02,10,0.18,23,47,0.36,37,38,0.40,3,s/d
2019-02-02,11,0.17,9,47,0.34,36,40,0.40,1,s/d
2019-02-02,12,0.17,9,47,0.33,38,38,0.42,1,s/d
2019-02-02,13,0.17,8,47,0.33,35,37,0.43,4,s/d
2019-02-02,14,0.17,8,46,0.33,32,36,0.43,5,s/d
2019-02-02,15,0.15,7,46,0.38,33,38,0.43,5,s/d
2019-02-02,16,0.15,7,46,0.37,33,37,0.44,4,s/d
2019-02-02,17,0.15,6,46,0.37,32,37,0.44,4,s/d
2019-02-02,18,0.14,8,47,0.36,31,38,0.45,4,s/d
2019-02-02,19,0.13,8,46,0.35,33,37,0.45,5,s/d
2019-02-02,20,0.14,10,46,0.34,30,36,0.46,5,s/d
2019-02-02,21,0.15,11,46,0.33,30,35,0.48,5,s/d
2019-02-02,22,0.16,12,46,0.32,25,32,0.49,5,s/d
2019-02-02,23,0.18,12,45,0.25,24,30,0.51,5,s/d
2019-02-02,24,0.20,11,44,0.23,21,30,0.51,13,s/d
2019-02-03,1,0.21,9,42,0.22,24,30,0.49,4,s/d
2019-02-03,2,0.22,9,41,0.23,28,26,0.47,2,s/d
2019-02-03,3,0.22,8,41,0.25,30,26,0.45,1,s/d
2019-02-03,4,0.21,5,40,0.25,29,27,0.42,1,s/d
2019-02-03,5,0.19,5,40,0.25,25,27,0.39,2,s/d
2019-02-03,6,0.16,5,40,0.26,29,28,0.35,4,s/d
2019-02-03,7,0.15,6,40,0.28,32,29,0.32,5,s/d
2019-02-03,8,0.13,6,33,0.30,33,29,0.28,3,s/d
2019-02-03,9,0.13,5,24,0.31,32,30,0.27,4,s/d
2019-02-03,10,0.13,6,23,0.30,27,29,0.26,5,s/d
2019-02-03,11,0.13,5,23,0.29,23,29,0.26,7,s/d
2019-02-03,12,0.14,6,23,0.28,20,28,0.26,12,s/d
2019-02-03,13,0.14,6,23,0.28,20,27,0.26,15,s/d
2019-02-03,14,0.15,8,22,0.27,16,27,0.26,14,s/d
2019-02-03,15,0.16,8,23,0.26,15,26,0.26,15,s/d
2019-02-03,16,0.17,7,22,0.26,12,25,0.27,16,s/d
2019-02-03,17,0.17,7,22,0.26,13,25,0.29,18,s/d
2019-02-03,18,0.17,6,22,0.26,16,25,0.31,16,s/d
2019-02-03,19,0.18,8,22,0.27,15,25,0.32,20,s/d
2019-02-03,20,0.19,11,21,0.30,20,24,0.33,21,s/d
